"content","per+","per-","pesn+","psn-","pemb+","pemb-","fitur+","fitur-","tmp+","tmp-","umum+","umum-"
"Udah satu jam lebih beli tiket tapi muter trus loding. Kalo loding pembayaran nya jangan kasih waktu.. ulang lagi ulang lagi waktu kadaluarsa karena loding","0","0","0","0","0","1","0","0","0","0","0","0"
"Apasih, tiap mau bayar pake kaipay selalu ga bisa, saldo berkurang tapi transaksi gagal, bikin susah","0","0","0","0","0","1","0","0","0","0","0","0"
"Setelah diperbarui aplikasinya jadi lemot dan tidak bisa dipakai, mau masuk akun saja susah sekali dan pesan tiket pun susah sekali, mau bayar pakai QRIS gaga terus karna kode tidak terdeteksi.","0","0","0","1","0","1","0","0","0","0","0","0"
"waktu pemesanan habis terus, pembayaran terganggu, aplikasi lemot, gak bisa ganti kursi penumpang. niat bikin aplikasi apa gak sih ? . email yang saya kirim segera di cek, disitu ada video kendalanya. jangan merespon seperti bot. PESAN TIKET KA LOKAL EROR. TOLONG PERBAIKI","0","0","0","1","0","1","0","0","0","0","0","0"
"Aplikasi nggk banget, secara dulu waktu untuk pembayaran selama 10 Menit. Sekarang setelah di Update bukannya malah membaik malahan sering terjadi error ketika akan melakukan pembayaran, bahkan untuk waktunya sekarang di persingkat hanya 30 detik. Tidak worth it bagi pengguna Hp yang di rasa dengan proses loading yang cukup lama... ðŸ˜ŠðŸ˜„","0","0","0","0","0","1","0","0","0","0","0","0"
"Wahh tampilan nya sekarang ok banget. Cuma sayang metode pembayaran masih dibatasi kartu debit mandiri sama OVO. Mohon tambahin dong ewallet Gopay dan DANA. Terus debit BRI, Mandiri, sama BCA.","0","0","0","0","0","1","0","0","1","0","0","0"
"Jangan gunakan aplikasi ini.... Beli token PLN sdh bayar tapi ngga ada. Aplikasi ini mempermalukan KAI !!","0","0","0","0","0","1","0","0","0","0","0","0"
"Mantab","0","0","0","0","0","0","0","0","0","0","1","0"
"Aplikasi tidak bisa terhubung ke pembayaran itu kenapa ya min udh saya coba beberapa kali hubungkan pembayaran lewat ovo masih tetap terjadi kesalahan","0","0","0","0","0","1","0","0","0","0","0","0"
"Fitur KAI pay ada scan qr tapi tidak berfungsi apa apa, tidak bisa untuk pembayaran scan qr. Saya yang salah atau aplikasinya yang salah ya, padahal ads saldo lumayan disitu, sisa dari pembelian tiket.","0","0","0","0","0","1","0","0","0","0","0","0"
"Keren jg update yg terbaru","0","0","0","0","0","0","0","0","0","0","1","0"
"Terlalu singkat waktu yg diberikan, berulang x dicoba hanya bisa sampai di halaman pembayaran setelah itu waktu habis","0","0","0","0","0","1","0","0","0","0","0","0"
"Buruk sekali dengan aplikasi yg baru update ini.. Bayar melalui QRIS pdhal masih ada waktu tapi status tiketnya Tidak ada setelah di cek ternyata timeout hadeehh","0","0","0","0","0","1","0","0","0","0","0","0"
"Sudah update bukannya makin bagus malah jadi semakin membuat emosi, saat pembayaran menggunakan e wallet jadi susah sekali, password ovo yang saya punya tidak bisa muncul dan dikatakan pembayaran gagal padahal saya sudah update ovo, kesel banget.... Lebih bagus kai access versi lama..","0","0","0","0","0","1","0","0","0","0","0","1"
"Tolong nih saya baru beli tiket n baru aja bayar, masa aplikasinya tidak bisa dibuka..jangan bercanda saya beli tiket bukan termasuk murah lho ya pihak pemilik apk. Tolong dibenarkan distabilkan apk, saya mau cetak tiket bagaimana ini? Astaghfirullah..","0","0","0","0","0","0","0","1","0","0","0","1"
"Bagus sih ada beberapa bagian menu yg bukanya cepat. Tapi sering log out dan sulit masuk ke app lagi. Bahkan hari ini ter log out tp gak bisa log in lagi.Mungkin kedepannya ada opsi pembayaran Comuter selain pakai KAIPay. Mohon app nya segera diperbaiki.","0","0","0","0","0","1","0","1","0","0","1","0"
"Parah banget. Update pas ditanggalÂ² sibuk, plis deh ini mau beli tiket buat kuliah, udah unduh qris tinggal bayar doang tapi nggak bisa. Alhasil di update, tapi malah lemot parah. Mau masuk ke akun aja susah banget, mana war tiket lagi. Kesel parah. Kalau mau update di cek dulu dong yang bener, dicoba sendiri dulu kek, apa gimana kek. Loading terus nih, masuk pake akun google pun nggak bisa, disuruh ngulang terus, mana nunggunya lama lagi","0","0","0","0","0","1","0","0","0","0","0","0"
"Lemot parrraaaah Untuk pembayaran jg susah.. harusnya lebih d mudahkan drpd offline dong","0","1","0","0","0","1","0","0","0","0","0","0"
"Kenapa GK bisa bayar lewat Indomaret atau Alfamart . Pembayaran Semakin sulit ðŸ˜­. Lewat kartu kredit khusus mandiriðŸ˜”","0","0","0","0","0","1","0","0","0","0","0","0"
"Update besar2an aplikasi KAI semakin bagus, respon cepat dan UI keren. Cuma ada kekurangan yaitu metode pembayaran e wallet cuma ada opsi OVO, mungkin kedepan bisa ditambahkan wallet lain seperti gopay, shopeepay, dana atau virtual account.","0","0","0","0","0","1","0","0","1","0","1","0"
"Setelah upgrade bukannya malah baik pelayanannya malah gak bisa bayar karena tertera waktu habis??? Balik aplikasi lama saja lebih baik daripada yang baru... Tolong diperhatikan..., Terimakasih ðŸ™","0","0","0","0","0","1","0","0","0","0","0","0"
"Tambahkan metode bayar dengan debit bank lain juga. Hmmm jadi SuperApps semoga tidak sering terjadi bug dan lemot ya saat digunakan....","0","0","0","0","0","1","0","0","0","0","0","0"
"Untuk proses pemesanan tiket lokal lama banget loadingnya, sampe ada notif waktu anda habis, utk pembayaran ovo juga susah bener","0","1","0","0","0","1","0","0","0","0","0","0"
"Masukan . Tambahan opsi pembayaran dong min . Pake mobile gitu misalnya","0","0","0","0","0","1","0","0","0","0","0","0"
"Aplikasi SGT jelekkk.....bagusan yg kemarin mau msk pembayaran pakai ovo ngk bisa","0","0","0","0","0","1","0","0","0","0","0","1"
"Loading parah udah 2 kali pesen tiap mau pembayaran loading nya lama sampe 2 kali gagal pembayaran","0","1","0","0","0","1","0","0","0","0","0","0"
"malah makin buruk. data diri jadi ngaco trus tiap mau diperbaiki loading mulu. pembayaran gabisa pake Qris lg. sedangkan pembelian tiket harus online gabisa offline paraaaaaahhhh","0","1","0","0","0","1","0","0","0","0","0","0"
"Sementara saya kasih bintang 2, apknya memang udah good nice. Akan tetapi saat pembayarannya rada ribet. Mohon dong E-wallet spt GoPay dan Dana diadakan dong, sehingga saat pembayarannya tidak ribet. Terus E-Banking, pada saat transaksi ada kendala juga. Mohon ditingkatkan layanannya, sehingga konsumen nyaman.","0","0","0","0","0","1","0","0","0","0","1","0"
"Saya pesan tiket atas nama saya, tapi yang naik nenek saya mengapa tidak boleh. Kan sudah bayar, tiketnya sudah ada, aturan kan bisa. Tolong diperbaiki pelayanannya","0","0","0","1","0","1","0","0","0","0","0","0"
"Setelah update jadi ga user friendly dan lebih ribet. Qris juga ga ke detect waktu bayar.","0","0","0","0","0","1","0","0","0","1","0","1"
"Semenjak upgrade kenapa banyak bug untuk pembayaran ovo tidak bisa karena terjadi kesalahan","0","0","0","0","0","1","0","0","0","0","0","0"
"Hbz updet pembayaran lewat DA*Ako ngada y,d tambah klo dah pesan tiken d tinggal 5 menit aj udah kadar luasa","0","0","0","0","0","1","0","0","0","0","0","0"
"Sepertinya ada yang keliru dalam pengaturan batas waktu pembayaran, Ketika akan melakukan pembayaran menggunakan KAI pay maupun QRIS LinkAja batas waktu pembayaran yang tertera 00:-51:00 sehingga memunculkan notifikasi error 'kadaluwarsa, waktu pemesanan anda telah habis' langsung setelah kami klik 'bayar' Mohon segera diperbaiki","0","0","0","0","0","1","0","0","0","0","0","0"
"Sudah bayar & dana sudah kepotong tapi pada aplikasi tertera tiket blm dibayar","0","0","0","0","0","1","0","0","0","0","0","0"
"Kualitas buruk, di akses gak bisa Sampai gak bisa masuk kereta garaÂ² aplikasi update gak jelas dikira gak beli tiket Gimana KAI klw gini, pembohongan publik Bukan masalah uang bayarnya tp sdh jauhÂ² hari pesan tiket malahan hangus & gak bisa berangkat pada hari itu jga Perlu di pertanggung jawabkan!!!","0","0","0","1","0","0","0","0","0","0","0","1"
"Aplikasi yang baru ini susah. Enak yang lama. Dulu pakai link tinggal pencet. Sekarang tidak ada link susah buat bayarnya","0","0","0","0","0","1","0","0","0","0","0","1"
"Upgrade Yang baru malah kacau susah di pembayaran nya loading terus, sampai waktu pemesanan tiket habis gak keluar qrisnya, Smoga lebih baik lagi, min udah ada upgrade baru malah log out, susah masuknya, makin mempersulit ajh","0","0","0","1","0","1","0","1","0","0","0","0"
"Tambahkan metode pembayaran baik antar kota, lokal, commuter, dll dengan dompet digital lain seperti ovo, gopay, linkaja. . . . Masukan fitur-fitur pada app KRL access & c-access agar ringkas cukup 1 aplikasi","0","0","0","0","0","1","0","0","0","0","0","0"
"ini sudah beli tiket, di cek di akun kai access menu tiket tidak muncul, eror terus, tp kalau mau pesan dan pembayaran lancar..aplikasi kocak","0","0","1","0","1","0","0","0","0","0","0","1"
"Waktu may Bayar loading terus","0","1","0","0","0","0","0","0","0","0","0","0"
"metode pembayaran sangat terbatas, tidak ada fitur ganti nomor padahal nomor sudah tidak aktif, tidak ada tombol pembayaran jika tidak sengaja keluar dr aplikasi","0","0","0","0","0","1","0","1","0","0","0","0"
"Railmin Tolong Perbaikin Lagi Aplikasi Nya Donk Masa Mau Beli Tiket KA Di KAI Terus Pas Mau Pembayaran Nya Kok Tidak Ada Wallet Alfamart/Indomaret Yah Jadi Agak Ribet Banget Deh","0","0","0","0","0","1","0","0","0","0","0","0"
"Tolong kaai acces sya udah pesen tiket dan bayar pke qris dana tpi di status tiket masih menunggu gmna nih solusinya?","0","0","0","0","0","1","0","0","0","0","0","0"
"Saya udah pembayaran Qris tapi tiketnya tidak muncul kenapa yah?","0","0","0","0","0","1","0","0","0","0","0","0"
"Apk nya sekarang sering crash, padahal biasanya nggak seperti ini, jadi waktu mau memesan tiket selalu kehabisan waktu karena lemot banget, tinggal bayar malah keluar sendiri dari aplikasi","0","0","0","1","0","1","0","0","0","0","0","0"
"Nggak jelas banget ni aplikasi, ketika di masukan email data nggak kedeteksi, padahal dulu udah daftat dan sering makai juga, tiba2 setelah di perbaharui data tidak terdeteksi oleh sistemnya. Udah tampilan biasa aja bermasalah pula, udah coba install ulang tetap aja kayak gitu. Bagusan yang sebelumnya, karena yang sekarang lebih ribet pula mesan tiketnya.","0","0","0","0","0","1","0","1","0","1","0","0"
"Servernya diperbaiki jangan hanya tampilan diperbarui malah tambah berat","0","0","0","0","0","0","0","0","0","1","0","0"
"Setelah update jadi lemot, untuk buka aplikasinya aja lamaa bgt, tampilan antarmukanya bagusan yang sebelumnya. Tolong di perbaiki","0","1","0","0","0","0","0","0","0","1","0","0"
"Secara tampilan oke, masalah sistem jauh sama yang lama. Lemot banget min, kukira jaringan yg lemot ternyata bukan sampe restart hp berkali-kali Mau pesen malah jadi seribet ini. Mending yang lama","0","1","0","1","0","0","0","0","1","0","0","0"
"lebih buruk dari aplikasi sebelumnya, aplikasi baru walaupun tampilannya bagus, tapi sangat lamban dan sering error, kita yang butuh tiket cepat jd terhambat.","0","0","0","0","0","0","0","0","1","0","0","1"
"Tampilan baru malah down grade, tiap buka aplikasi harus login ulang, fokus ajalah sama KA ga usah ikut aplikasi jualan tiket lainnya","0","0","0","0","0","0","0","0","0","1","0","1"
"Aplikasi apaan ini kok makin gak jelas, makin parah lemot, tampilannya juga gak jelas","0","1","0","0","0","0","0","0","0","1","0","1"
"Aplikasi yang baru tidak efektif dalam pemilihan kursi. Tampilan kursi mending di aplikasi yang lama lebih efektif dan efisien","0","0","0","0","0","0","0","0","0","1","0","0"
"Aplikasi dengan tampilan terbaru malah error. Gak bisa dibuka, padahal lagi buru2 pesan tiket. Parah banget sih.","0","0","0","0","0","0","0","0","0","1","0","1"
"Mohon maaf saya tidak tertarik dengan tampilan barunya. Hanya secara visual saja terlihat fresh, namun secara experience lebih rumit, ruwet, dan lemot. Mohon kembalikan pada versi sebelumnya, berkaca seperti BCA yang tidak memperbarui karena sudah dirasa nyaman, KAI Access juga harusnya seperti itu. Seriusan salah satunya dari pilih kereta, untuk apa ada dropdown, trus milih kursi harus scroll ke bawah, ga nyaman. Versi sebelumnya lebih simpel but gold. Coba lah evaluasi kembali","0","0","0","0","0","0","0","0","0","1","0","0"
"Jarang banget ngasi Ulasan gini, tp ini fix super lemot banget, kukira semakin baik, eh cuma tampilannya doang, masa mau buka apk aja lemot poll, kalo kek gini, kan gak bisa bur"" buka pas mau scan barcode ya","0","1","0","0","0","0","0","0","1","0","0","0"
"Heee kenapa setelah di update malah gabisa dibuka samsek ini aplikasinya?!!! Udah di logout juga masih aja gabisa dibuka. Mana pusing lagi tampilan nya warna warni. Di update harusnya makin bagus dong min, kalo belom siap kenapa harus ada update'n coba kan jadinya ganggu","0","0","0","0","0","0","0","0","0","0","0","1"
"Setelah update malah gabisaÂ² masuk, memang dr segi tampilan makin oke tapi performanya makin buruk","0","1","0","0","0","0","0","0","1","0","0","0"
"Kalo bisa milih mau tak ganti ke tampilan sebelumnya, ini malah tibaÂ² otomatis ke upgrade sendiri. ketika mau pesen tiketpun gak bisa atau emang loading sih.","0","0","0","0","0","0","0","0","0","0","0","1"
"Tampilan baru malah semakin buruk..semakin lemot!","0","0","0","0","0","0","0","0","0","1","0","0"
"semenjak update jadi berat tampilan ui juga ga nyaman","0","0","0","0","0","0","0","0","0","1","0","0"
"Tampilan emang bagus. Tapi loading nya jadi lemot. Bagusan yang dulu min. Yang sekarang info makin lengkap tapi aplikasii makin lemot","0","1","0","0","0","0","0","0","1","0","0","0"
"Update aplikasi kok malah jd bikin susah, tampilannya bikin pusing tambah repot lg scan barcode qris ga bs di download terus.. masa harus pake 2 hp.. kecewaaa ðŸ˜“ðŸ˜“","0","0","0","0","0","1","0","0","0","1","0","1"
"Update malah jadi gk jelas tampilanya. Logo tidak mencerminkan KAI(Kenapa yang digedin malah tulisan ACCESSnya daripada KAI ??). Tampilan pemilihan kereta jelek banget, ngikut2 OTA. Mending balikin yang lama aja kelihatan gede nama kereta & harganya.","0","0","0","0","0","0","0","0","0","1","0","0"
"tampilan lama lebih ramah terhadap pengguna","0","0","0","0","0","0","0","0","0","1","0","0"
"Cari tiket nya jadi sedikit menyusahkan, harus drop down dulu, kurang jelas tiket mana yg available, lebih jelas tampilan di versi sblm nya.. dan jadi tidak bisa sorting tiket yg available menurut harga,dsb.. Yg tersorting hanya judul besar tiket.. saran nya mungkin dikembalikan saja tampilan tiket nya seperti versi sebelumnya, menurut saya itu sudah sangat jelas","0","0","0","0","0","0","0","0","0","1","0","0"
"Lagi capek-capeknya idup liat ini tambah capek || Access by KAI Di update tampilannya malah bikin terkecohhðŸ˜®â€ðŸ’¨dikira masihh ada ternyata harus dibuka dulu biar bisa liat tiketnya masih ato uda abis ðŸ« lebih ribet ga sii menurutku ya.. Jangan di judge karna pendapat orang bedaÂ² ðŸ˜†","0","0","0","0","0","0","0","0","0","1","0","0"
"Mending yang versi lama min simple, abis di update tampilannya jadi gaenak mana error mulu lagi","0","0","0","0","0","0","0","0","0","1","0","1"
"SAYA GK SUKA TAMPILAN SEKARANG TAMPILAN SKRNG MALAH BIKIN RIWEH+ DIKIT"" SUKA KELUAR+LEMOTTT,TRS YG BIASANYA PESEN TIKET CPT SKRNG MALAH HARUS PENCET INI ITU DLU. PLEASE AYO BALIKIN TAMPILAN YANG KAYA DULUUUUU LAGII","0","0","0","0","0","0","0","0","0","1","0","0"
"tampilan ok pemesanan cepat lgsung dapat","0","0","1","0","0","0","0","0","0","1","0","0"
"Ki diupdate tampilan e nyar apik2 lakok ra kenek dibuka pye to ki min","0","0","0","0","0","0","0","0","0","1","0","0"
"Tampilan Baru Dari KAI Access, Tampilan Yng User Frandly, Walau Masih Sedikit Bug, Semoga Dengan Tampilan Baru Lebih Satset dan Mudah Dalam Memesan Tiket, Dan Yang Paling Penting Banyak Metode Pembayrannya.","0","0","0","0","0","0","0","0","1","0","0","0"
"Kenapa ya habis update kok loading awalnya lama banget.....trs tampilan tiket ndk langsung ketahuan tiket tinggal berapa hari klik sekali lagi baru ketahuan","0","1","0","0","0","0","0","0","0","1","0","0"
"Tampilan barunya malah bikin bingung","0","0","0","0","0","0","0","0","0","1","0","0"
"Saya sudah member .l.alu tiba tiba tampilan access by kai berubah. Dan di arahkan untuk upgred dan mengisi kolom setelah itu saya isi kok tidak bisa di buka . Mesti verivikasi nomer hp. Tapi tetep tidak bs. Masuk..payah","0","0","0","0","0","0","0","1","0","0","0","0"
"Tampilan & nama baru malah bikin lemot","0","1","0","0","0","0","0","0","0","0","0","0"
"Sejauh ini mudah digunakan dengan tampilan access baru, tapi tolong diperbaiki tampilan kai antarkota ngga bisa diklik dibagian bawahnya krn tampilannya ngga full dan aplikasi sering berhenti sendiri, terima kasih atensinya, mohon segera dilakukan perbaikan sehingga bisa pesan tiket antarkota dgn mudahðŸ™","0","0","0","0","0","0","0","0","1","0","1","0"
"Tampilan emang have fun and youth. Fasilitas lebih banyak tapi masih belum berfungsi. Tapi namanya jadi tidak spesial. Orang lebih mudah mencari KAI dari pada Access. Nama Kai Access lebih keren dan spesial menunjukkan identitas aplikasi pesan tiket kereta api. Lah kalo ACCESS ini maknanya apa? Revamp ya revamp. Tapi gak jadi lebih aneh gitu. Jadi inget bikin stasiun tapi lupa buat jalan akses. Kan aneh. Mmm mungkin mau buat kayak LIVIN by mandiri","0","0","0","0","0","0","1","0","1","0","0","0"
"Ternyata tidak sepenuhnya memudahkan proses boarding, tetap diminta KTP untuk pengecekan. Apa gunanya kita mengisi data pribadi saat buat akun kalo hanya bikin ribet cek KTP? Aplikasi tidak berguna...ðŸ¥±ðŸ¥± Tambahan tampilan juga bikin ribet kalo mau pilih kereta, beda dengan aplikasi sebelumnya, jadi menyesal upgrade ke Access kaiðŸ¥±ðŸ¥±","0","0","0","0","0","0","0","1","0","0","0","0"
"tampilan baru kirain aplikasi tambah bagus eh ternyata makin jelek, ga bisa login lagi katanya idnum already exist, kalo kayak gini gimana mau pesan tiketnya lagi?jadi ga guna aplikasinya","0","0","0","0","0","0","0","0","0","1","0","1"
"Tampilan baru memang terlihat fresh, tapi ya ampun gak selama ini juga loadingnya dong","0","1","0","0","0","0","0","0","1","0","0","0"
"Tampilan baru tapi kualitan buruk syekali ,mau masuk aja susah gimna mau mesen tiket .. Gimana sih ? Ini kan mau plg kerja susah mana gak bisa beli karcis langsung ribet bgt deh","0","0","0","0","0","0","0","0","0","1","0","0"
"Jadi ga ramah tampilan user interface nya","0","0","0","0","0","0","0","0","0","1","0","0"
"aplikasi gajelas, udah bener kemaren, malah update, masuk kaga bisa, otp ga keluar keluar. bagus sih bagus tampilannya, tpi klo akun gbisa masuk buat apa?","0","0","0","0","0","0","0","1","1","0","0","1"
"Menyebalkan, tampilan terbaru aplikasi jelek. Tiba2 log out, mau log in lagi susah, sudah dua kali instal ulang","0","0","0","0","0","0","0","1","0","1","0","0"
"Updatean aplikasiny lemot bener di buka Kai accessny, masih enakan tampilan yg lama sebelum apdet.","0","1","0","0","0","0","0","0","0","1","0","0"
"Di hp saya tampilan masih sama kayak sebelumnya, mana katanya update???? Tampilan ga seperti gambar yg tertera di play store. Nah bintang 5, udah okel","0","0","0","0","0","0","0","0","0","0","0","1"
"Setelah update tampilan lebih colourfull lebih lengkap bahkan jadwal commuterline..","0","0","0","0","0","0","1","0","1","0","0","0"
"Update terbaru, tampilan terbaru,bukanya memperbaiki,malah mempersulit, tiket udah habis ngapain masih pada nongol.. lbh suka tampilan yg lama ,simpel dan tidak beribet","0","0","0","0","0","0","0","0","0","1","0","1"
"Fitur menjadi lengkap namun sangat sulit untuk mengoprasikan. Fitur jadi tambah ribet gak efisien, masih enak apk sebelum update. Gak ada fitur filter nama kereta, tampilan jadi buruk banget, lemot banget, jadi gak fokus apk khusus KAI.","0","1","0","0","0","0","0","0","0","1","0","1"
"Sangat menarik dari sisi tampilan dan lebih akurat dalam menyampaikan informasi Perjalanan kereta api","0","0","0","0","0","0","0","0","1","0","0","0"
"Jujur aja lebih bagus dan simpel versi yang lama min.untuk versi terbaru aneh banget tampilan nya bikin bingung dan malah lebih ribet.tolong di perbaiki kalo perlu di bikin tampilan seperti versi yang lama aja.nanti saya tambah bintang nya.","0","0","0","0","0","0","0","0","0","1","0","0"
"Bagus tampilan awal lebih mudah","0","0","0","0","0","0","0","0","0","1","0","0"
"Djupdate makin lemot mending aplikasi yg lama, tampilannya oke tapi parah lemot bgt","0","1","0","0","0","0","0","0","1","0","0","0"
"Najis aplikasi lemot parah. OTP gk pernah kekirim lemot bangat. Jadi gk jelas ni aplikasi udah bagus yg dulu fiturnya simpel gk lemot, gk papalah tampilannya simpel tapi lancar dari pada tapilan bagus tapi lemot jadi nyusahin user.","0","1","0","0","0","0","0","1","0","0","0","0"
"Maaf bintang 1 setelah updet, karena klo mau pilih tiket malah nampilin semua relasi tp harus buka satu per satu buat liat ketersediaan, waktunya lama, mending kaya yang awal tampilan langsung direct ke yg tersedia","0","0","0","0","0","0","0","0","0","1","0","0"
"Loading buka aplikasi terlalu lama, untuk jadwal KRL lebih enak tampilan yang dulu karena bisa lihat jadwal jam seluruh stasiun. Mohon untuk dibenahi lagi kalau bisa ditampilkan jam nya full seluruh stasiun tanpa harus lihat satu satu manual.","0","1","0","0","0","0","0","0","0","1","0","0"
"Kog buka apk dengan tampilan baru, layar jadi gelap dan lama sekali untuk buka nya...? Kenapa dengan apk ini, untuk buka saja lama banget sampai 5 menit gk terbukaÂ²... Tolong respon dong min..","0","1","0","0","0","0","0","0","0","1","0","0"
"Setelah di upgrade tampilan baru bukan nya makin baik malah makin buruk apk payah....","0","0","0","0","0","0","0","0","0","1","0","0"
"Aplikasi dengan tampilan baru malah sering eror.. Masih enakan aplikasi yg lama","0","0","0","0","0","0","0","0","0","1","0","0"
"POIN PENTING REVIEW KAI ACCESS > ACCESS BY KAI 1. Dari semua yg paling mencolok adalah fitur pemesanan opsi RAILFOOD dan LAYANAN LAINNYA seharusnya tidak perlu masuk, biarkan itu dipesan sendiri. Karena menurut saya jadi tidak efisien saat masa hari raya yang trafic pemesanan tiket padat, apalagi jika dikejar waktu. 2. Kemudian pemilihan kursi, tampilan denah kursi terlalu besar sehingga harus scroll lama dan tidak ramah penggunaan, begitu kiga dengan opsi gerbong yang ada dibawah seperti itu.","0","0","0","1","0","0","0","0","0","1","0","0"
"Bagus nih, tampilan enak diliat dan enteng juga apk nya ga berat","0","0","0","0","0","0","0","0","1","0","1","0"
"Tampilan masih enak dulu . Tampilan sekarang kayak pelangi, perpaduan warna kurang cocok","0","0","0","0","0","0","0","0","0","1","0","0"
"Tampilan oke lah menarik ,karna ngga baca ulasan yg pernah upgrade ,saya main upgrade aja , imbas nya saya yg buru buru jadi ketinggalan waktu sama kereta, karna lemot nya apk, dan semua rencana ketetran , makasih ðŸ™ðŸ»","0","1","0","0","0","0","0","0","1","0","0","0"
"Begitu buka aplikasinya layar blank. Semakin buruk tampilannya.","0","0","0","0","0","0","0","0","0","1","0","1"
"Aplikasinya sdh bagus hanya saja saat pilih kursi tdk akses pakai pembaca layar talk back buat tuna netra Kala pilih kursi masih bagus aplikasi lama tampilan pilih kursi tersedia atau terisinya","0","0","0","1","0","0","0","0","0","0","0","0"
"Tampilan baru. Bukan lebih mempermudah tapi lebih mempersulit. Kasian kalo orang awam untuk melakukan pemesanan lewat apk kai access.","0","0","0","0","0","0","0","0","0","1","0","0"
"Terima kasih, akhirnya bisa terupdate juga, tampilan UI nya mengkeren dari sebelumnya ðŸ‘","0","0","0","0","0","0","0","0","1","0","0","0"
"Sy lebih suka tampilan KAI mobile yang lama! Tampilan yang baru ini setelah di upgrafe jadi lwbih ribet , ga sesimple seperti sebelumnya. apk KAI yg sblmnya kalau tiket sudh habis ga ada di tampilkan di bagian list. Sekarang ini , udh habis pun tiket nya tp masi aja muncul di bagian list -_-","0","0","0","0","0","0","0","0","0","1","0","0"
"Tampilannya lebih suka yang dulu Lebih iconic ðŸ™ƒ","0","0","0","0","0","0","0","0","0","1","0","0"
"Thanks tampilan baru lebih intuitif","0","0","0","0","0","0","0","0","1","0","0","0"
"Tampilan jauh lebih baik dengan fitur unggulan terbarunya yang menarik","0","0","0","0","0","0","0","0","0","1","0","0"
"tampilan interface tidak ramah setelah update","0","0","0","0","0","0","0","0","0","1","0","0"
"Msh blm familiar dengan tampilan barunya","0","0","0","0","0","0","0","0","0","1","0","0"
"Sudah update & uninstall ulang tp ko tampilan aplikasi nya masi yg lama aneh bgt.","0","0","0","0","0","0","0","0","0","1","0","0"
"Sangat menyenangkan... Tapi tampilannya masih tetap seperti yang dulu","0","0","0","0","0","0","0","0","1","0","0","0"
"Tampilan baru. Tp kok tambah error. Log in ulang,Mau coba pesan tiket. Harus upgrade. Basic member. Sudah diikuti langkahnya. Malah gk bisa, muncul tulisan idnum has already exist. Padahal sdh benar mengisinya. Lah trus gmn ini","0","0","0","1","0","0","0","1","0","1","0","0"
"Update an sekarang kok begini amat ya... Mau buka apk nya aja lama bener loading nya... Tampilan bagus tapi loading buka apk nya nunggu lebaran gajah... Mending yang lama cepet buka akses nya...","0","1","0","0","0","0","0","0","1","0","0","0"
"Tampilan jadi semakin bagus. sebelum di Update sering Lemot, setelah di Update untuk akses ke semua Fitur lancar jaya. Fitur untuk Commuter Line lebih lancar dibandingkan via aplikasi C Acces.","0","1","0","0","0","0","0","0","1","0","0","0"
"setelah tampilan di ganti otomatis,,knp ga bisa di bka ya,,utk tiket yg sudah saya pesan bln september tdk bisa di lihat kode boking nya,,mohon solusi nya","0","0","0","1","0","0","0","0","0","0","0","1"
"Otomatis terupdate, justru versi baru merepotkan, loading lama, harus verifikasi bolak balik. Mau pesan tiket jadi terkendala padahal saya PP kerja naik commuter. Bisa kembali ke versi lama saja jika pelanggan dirugikan spt ini. Jujur sangat kecewa","0","1","0","0","0","0","0","0","0","0","0","1"
"jadi nge leg setelah update, buka tiket yang dipesan lama sekali, padahal internet lancar, gimana ini","0","1","0","0","0","0","0","0","0","0","0","0"
"Setelah update kok malah gabisa dibuka sama sekali yaaa kenapa ini padahal mau pesan","0","0","0","0","0","0","0","0","0","0","0","1"
"Please perbaiki lagi secepatnya, setelah di update kemarin pagi aplikasi normal. Tapi mulai pagi ini buka aplikasi lama sekali & pas mau beli tiket juga ga keluar stasiun nya. Akhirnya saya kembalikan ke aplikasi yg lama tapi ternyata jadinya sama juga search stasiun ga keluar, mungkin server KAI BERMASALAH kah.... Di tunggu perbaikannya karena saya harus pesan untuk jum'at KAI lokal, yg lokal kan beli di stasiun sudah ga bisa","0","0","0","0","0","0","0","0","0","0","0","1"
"Kenapa lemot sekali aplikasi baru, mau pesan tiket aja lama banget ini","0","1","0","1","0","0","0","0","0","0","0","0"
"Kenapa saya kasih 1 Bukanya lebih cepet tapi makin lola Ini saya pesan bukan waktu promo yaaa Apalagi pas promoo tulisan nya tidak ada jadwal ?????? Apalagi nanti pas war tiket mudik lebaran Toloooong perbaiki app ny","0","0","0","0","0","0","0","1","0","0","0","0"
"Aplikasi kok rumit merepotkan, mau pesan tiket mesti upgrade member basic, diipgrade sdh legkap informasinya gagal trs!","0","0","0","1","0","0","0","0","0","0","0","1"
"Eror gabisa mesan, jaringan sudah aman tapi tetap saja tidak bisa memesan dengan alasan pesanan kadaluarsa, padahal gasampe 10 detik memesan, kek gini aja terus sampe kehabisan tiket makasih","0","0","0","1","0","0","0","0","0","0","0","0"
